geometry,composition,function,structure
POINT (18.601124999997815 -33.82387499999602),0.19355875253677368,1847,8
POINT (18.280374999997854 -33.34512499999608),0.13998474180698395,926,0
POINT (19.690374999997687 -33.490374999996064),0.5536090135574341,645,6
POINT (19.5946249999977 -33.60962499999605),0.8096323609352112,1151,7
POINT (19.113374999997752 -33.86812499999602),0.9953627586364746,2059,12
POINT (18.87612499999778 -33.845374999996025),0.4879869818687439,1009,0
POINT (18.944124999997776 -33.348874999996085),0.12827183306217194,844,0
POINT (19.107124999997755 -34.020624999996),0.19981731474399567,1769,8
POINT (19.106874999997753 -34.034374999996004),0.18774493038654327,1846,4
POINT (19.05712499999776 -34.085124999996),0.9953627586364746,1609,6
POINT (19.31412499999773 -34.057624999996),0.5132632255554199,2436,11
POINT (18.987874999997768 -34.109624999995994),0.9953627586364746,1094,15
POINT (19.63487499999769 -33.60762499999605),0.6928147673606873,1324,16
POINT (19.172624999997748 -33.42087499999607),0.5060117244720459,1684,9
POINT (19.183874999997744 -34.13262499999599),0.9953627586364746,1504,17
POINT (19.584874999997698 -33.81187499999603),0.8888612389564514,855,1
POINT (19.578124999997698 -33.68237499999604),0.782049298286438,1550,1
POINT (19.422374999997718 -33.79087499999603),0.49287399649620056,1853,6
POINT (19.382624999997724 -33.69412499999604),0.3589462637901306,875,1
POINT (19.06112499999776 -33.88112499999602),0.5021945238113403,1702,16
POINT (19.625124999997695 -33.44712499999607),0.6644590497016907,1223,14
POINT (19.502624999997707 -33.75012499999603),0.820671021938324,1697,8
POINT (19.74612499999768 -33.596874999996054),0.6522992253303528,599,1
POINT (19.15062499999775 -33.35862499999608),0.5152239799499512,962,2
POINT (19.159124999997747 -33.650124999996045),0.5254753232002258,2531,16
POINT (19.023624999997764 -34.07812499999599),0.9953627586364746,2417,21
POINT (19.450624999997714 -33.74662499999604),0.9953627586364746,1137,0
POINT (19.345874999997726 -33.69787499999604),0.3589462637901306,1567,0
POINT (19.092374999997755 -33.24062499999609),0.5104238390922546,2009,10
POINT (19.525124999997704 -33.77212499999603),0.838789165019989,1625,5
POINT (19.180874999997744 -33.26962499999609),0.16338539123535156,907,10
POINT (18.948124999997773 -33.598374999996054),0.42201319336891174,993,0
POINT (19.297374999997732 -33.539374999996056),0.5113685727119446,1287,14
POINT (19.474874999997713 -33.722374999996035),0.3832293450832367,1174,1
POINT (19.43212499999772 -33.898374999996015),0.8202058672904968,705,4
POINT (19.282624999997733 -33.90637499999602),0.19680966436862946,2348,9
POINT (18.89787499999778 -33.83687499999603),0.18752050399780273,1916,16
POINT (19.32212499999773 -33.86662499999602),0.6441439390182495,1067,1
POINT (19.091874999997756 -33.93337499999601),0.9953627586364746,1335,4
POINT (18.96162499999777 -33.732624999996034),0.1887739896774292,868,7
POINT (19.535374999997703 -34.08112499999599),0.43901288509368896,1119,3
POINT (19.31962499999773 -33.34412499999608),0.1958697885274887,2027,7
POINT (18.939374999997774 -33.754874999996034),0.9915000200271606,2303,10
POINT (19.197124999997744 -33.77937499999603),0.9953627586364746,688,15
POINT (19.66212499999769 -34.12862499999599),0.1538902223110199,825,0
POINT (19.601874999997698 -33.36287499999608),0.9953627586364746,763,8
POINT (19.122374999997753 -33.46162499999607),0.5209253430366516,1460,6
POINT (19.75362499999768 -33.852874999996025),0.846944272518158,547,10
POINT (19.723124999997683 -33.40712499999607),0.6191126704216003,1288,2
POINT (18.95587499999777 -33.435874999996074),0.16975615918636322,1356,3
POINT (19.013124999997764 -33.325374999996086),0.1509951502084732,963,0
POINT (19.290124999997733 -33.76887499999603),0.6405072212219238,2132,9
POINT (19.515124999997706 -33.37637499999608),0.22314006090164185,585,9
POINT (19.698624999997687 -33.96987499999601),0.7953293323516846,1041,1
POINT (18.97437499999777 -33.345874999996084),0.4122520685195923,1596,8
POINT (19.208124999997743 -33.24887499999609),0.49708735942840576,1261,7
POINT (19.132874999997753 -33.896624999996014),0.510491669178009,2166,15
POINT (19.5643749999977 -33.74287499999603),0.782049298286438,946,5
POINT (19.600874999997696 -33.82487499999603),0.8888612389564514,923,4
POINT (19.75337499999768 -33.33812499999608),0.9922656416893005,1017,10
POINT (19.22762499999774 -33.38787499999608),0.9953627586364746,1360,14
POINT (18.98587499999777 -33.74837499999603),0.17998991906642914,1208,8
POINT (19.66512499999769 -33.34087499999608),0.6292332410812378,734,3
POINT (19.23487499999774 -33.72062499999604),0.5108840465545654,2020,12
POINT (19.32287499999773 -34.038624999996),0.18752050399780273,1952,20
POINT (19.41737499999772 -34.044374999996),0.19716918468475342,1635,0
POINT (19.732624999997682 -33.425624999996074),0.5536090135574341,664,0
POINT (19.545374999997705 -33.44087499999607),0.7197744846343994,1429,3
POINT (19.693624999997684 -34.090624999995995),0.1912318766117096,2432,6
POINT (19.692374999997686 -34.015624999996),0.9953627586364746,1321,8
POINT (19.084624999997757 -33.87637499999602),0.9915000200271606,1993,16
POINT (19.40212499999772 -33.57837499999606),0.5268468856811523,1063,1
POINT (19.354874999997726 -33.69487499999604),0.3589462637901306,1442,3
POINT (19.48162499999771 -33.84162499999602),0.9922656416893005,1628,12
POINT (19.540874999997705 -33.59512499999605),0.6722195744514465,1635,9
POINT (19.07237499999776 -33.36437499999608),0.46252790093421936,1322,11
POINT (19.530624999997706 -33.87262499999602),0.7924014329910278,424,0
POINT (19.259124999997738 -33.41312499999607),0.46938246488571167,877,12
POINT (19.74337499999768 -33.25687499999609),0.6190744042396545,805,1
POINT (19.704374999997686 -33.49462499999606),0.5536090135574341,576,13
POINT (19.198124999997745 -33.78162499999603),0.9953627586364746,683,12
POINT (19.74412499999768 -33.976624999996005),0.7953293323516846,702,10
POINT (19.349374999997725 -33.39812499999608),0.19133999943733215,1178,3
POINT (19.683624999997686 -33.37337499999608),0.9953627586364746,1090,4
POINT (19.213374999997743 -33.93212499999601),0.9953627586364746,1287,11
POINT (19.377124999997722 -33.67137499999604),0.3589462637901306,1514,6
POINT (19.677624999997686 -33.237874999996095),0.7996650338172913,835,0
POINT (19.643374999997693 -33.42662499999607),0.6644590497016907,720,9
POINT (19.443874999997714 -33.47937499999607),0.5413483381271362,652,3
POINT (19.477874999997713 -33.47087499999607),0.5413483381271362,692,9
POINT (19.5761249999977 -33.601374999996054),0.7907042503356934,1018,10
POINT (19.103874999997757 -34.019624999996005),0.19981731474399567,1175,14
POINT (19.697374999997685 -33.90037499999602),0.8277794122695923,1162,5
POINT (19.32537499999773 -34.09987499999599),0.1933552771806717,1828,12
POINT (19.707374999997683 -33.88112499999602),0.8277794122695923,917,1
POINT (19.13737499999775 -33.829124999996026),0.5026857256889343,1165,1
POINT (19.14487499999775 -33.26687499999609),0.4130488634109497,786,10
POINT (19.698874999997685 -34.108374999995995),0.19485414028167725,2341,14
POINT (19.5698749999977 -33.385374999996074),0.6903873085975647,1750,16
POINT (19.181374999997747 -33.508624999996066),0.5019410252571106,1442,9
POINT (19.337124999997727 -33.56387499999606),0.5113685727119446,1984,8
POINT (19.091624999997755 -33.78712499999603),0.9953627586364746,1469,5
POINT (19.117624999997755 -33.88837499999602),0.510491669178009,2103,19
POINT (19.694124999997687 -33.91287499999601),0.8783583641052246,805,0
POINT (19.567874999997702 -33.69462499999604),0.782049298286438,796,2
POINT (19.23312499999774 -33.48537499999607),0.5060117244720459,1662,12
POINT (19.625624999997694 -33.46787499999607),0.53725665807724,2158,5
POINT (19.169374999997746 -33.34937499999608),0.5152239799499512,1316,16
POINT (19.387624999997723 -33.251374999996095),0.34323176741600037,986,5
POINT (19.33987499999773 -33.49987499999607),0.5268468856811523,908,5
POINT (19.535874999997706 -33.495374999996066),0.7197744846343994,1556,6
POINT (19.332874999997728 -33.89937499999602),0.6441439390182495,1683,11
POINT (19.456624999997715 -33.69712499999604),0.7064204216003418,2063,2
POINT (19.115874999997754 -33.95312499999601),0.9915000200271606,2403,14
POINT (19.40562499999772 -33.999874999996),0.9953627586364746,1828,10
POINT (19.140124999997752 -33.517124999996064),0.9953627586364746,1783,19
POINT (19.586124999997697 -33.815374999996024),0.8888612389564514,609,0
POINT (19.517374999997706 -33.55787499999606),0.6820814609527588,1144,8
POINT (19.641874999997693 -33.29012499999609),0.32351237535476685,709,0
POINT (19.023124999997766 -33.34712499999608),0.4718046188354492,1192,5
POINT (19.66737499999769 -33.96687499999601),0.7894917130470276,765,1
POINT (19.158374999997747 -33.64312499999605),0.5254753232002258,1837,14
POINT (19.105124999997756 -33.765624999996035),0.9953627586364746,1783,7
POINT (19.345624999997728 -33.59662499999605),0.4821040630340576,1536,6
POINT (19.5946249999977 -33.28737499999609),0.5338349938392639,871,1
POINT (19.5758749999977 -34.055374999996),0.5122851133346558,1650,8
POINT (19.167874999997746 -34.092374999996),0.2306421548128128,1449,8
POINT (19.083124999997757 -34.079874999995994),0.18346081674098969,2302,2
POINT (19.446374999997715 -33.916124999996015),0.8241103291511536,625,0
POINT (19.295374999997733 -33.92912499999601),0.6219905018806458,1373,6
POINT (19.74987499999768 -33.76287499999603),0.8468320965766907,878,7
POINT (18.922124999997777 -33.67737499999604),0.19278311729431152,1819,10
POINT (19.33537499999773 -34.001124999996),0.5055626630783081,1395,3
POINT (19.696624999997685 -33.77812499999603),0.8489265441894531,214,4
POINT (19.507374999997708 -34.040874999996),0.20193657279014587,1600,5
POINT (19.644874999997693 -33.594124999996055),0.6928147673606873,630,15
POINT (19.30312499999773 -33.84312499999602),0.9953627586364746,1564,15
POINT (18.99637499999777 -34.10612499999599),0.9953627586364746,1836,14
POINT (19.417124999997718 -33.48962499999607),0.5413483381271362,1043,10
POINT (19.016124999997764 -33.675624999996046),0.48715177178382874,803,0
POINT (18.90837499999778 -33.73237499999603),0.9915000200271606,1793,0
POINT (19.73012499999768 -33.33737499999608),0.9953627586364746,595,4
POINT (19.338624999997727 -33.92412499999601),0.6219905018806458,1396,9
POINT (19.029874999997762 -33.556874999996054),0.18496105074882507,1207,0
POINT (19.359124999997725 -33.341624999996085),0.19225266575813293,860,0
POINT (19.009124999997766 -34.092374999996),0.9953627586364746,2218,18
POINT (19.15862499999775 -34.09162499999599),0.9915000200271606,2055,11
POINT (19.29787499999773 -33.31662499999609),0.2021380364894867,1008,0
POINT (19.362124999997725 -33.599874999996054),0.37303075194358826,1235,8
POINT (19.512124999997706 -33.54587499999606),0.5844007134437561,948,17
POINT (18.903624999997778 -34.08837499999599),0.9915000200271606,2135,7
POINT (19.51187499999771 -33.52537499999606),0.5844007134437561,978,0
POINT (19.31162499999773 -34.050374999996),0.5132632255554199,1763,5
POINT (18.998874999997767 -33.337124999996085),0.19001789391040802,1203,7
POINT (19.40062499999772 -33.35512499999608),0.15986119210720062,642,10
POINT (18.956374999997774 -33.38637499999608),0.1452111452817917,717,0
POINT (19.31637499999773 -34.067624999996),0.5132632255554199,1462,11
POINT (19.578874999997698 -34.09162499999599),0.1778974086046219,881,4
POINT (19.506624999997708 -34.103874999995995),0.18115824460983276,1525,8
POINT (19.173624999997745 -34.070124999996),0.21473269164562225,2164,6
POINT (19.581124999997698 -33.56812499999606),0.7010011672973633,1355,11
POINT (19.31462499999773 -33.41012499999607),0.9953627586364746,1058,6
POINT (18.867624999997783 -33.400374999996075),0.14705292880535126,1135,6
POINT (19.66987499999769 -33.304124999996084),0.8158571124076843,1002,3
POINT (19.25412499999774 -33.36287499999608),0.9953627586364746,1127,2
POINT (19.00362499999777 -33.51412499999606),0.46843618154525757,792,3
POINT (19.172374999997746 -34.076124999996),0.21473269164562225,2104,4
POINT (19.33537499999773 -33.29662499999609),0.1950533390045166,1211,5
POINT (18.935874999997775 -33.65987499999604),0.19716918468475342,1032,1
POINT (19.052874999997762 -33.48987499999606),0.48260751366615295,1231,0
POINT (19.614374999997697 -34.10912499999599),0.1396123319864273,1085,0
POINT (18.87812499999778 -33.372374999996076),0.45072245597839355,1877,11
POINT (19.5793749999977 -33.51637499999606),0.6820814609527588,878,1
POINT (18.916124999997777 -33.497874999996064),0.12132683396339417,931,1
POINT (19.693874999997686 -33.62162499999605),0.716362476348877,936,14
POINT (19.51562499999771 -33.45737499999607),0.7197744846343994,2100,12
POINT (19.170874999997746 -33.68787499999604),0.5108840465545654,1482,17
POINT (18.932874999997775 -33.78037499999603),0.4648643136024475,1380,1
POINT (19.39662499999772 -33.39662499999608),0.19672027230262756,248,2
POINT (19.094374999997758 -34.023624999996),0.9953627586364746,1565,10
POINT (19.73237499999768 -33.369374999996076),0.9953627586364746,812,1
POINT (19.282374999997735 -33.42637499999607),0.9953627586364746,1531,7
POINT (19.40587499999772 -34.06937499999599),0.5312798023223877,1138,4
POINT (19.15887499999775 -34.063874999995996),0.20316371321678162,1113,10
POINT (19.525374999997705 -34.08987499999599),0.18583811819553375,1411,11
POINT (19.151874999997748 -33.44112499999607),0.5209253430366516,1385,1
POINT (19.5556249999977 -33.515624999996064),0.6820814609527588,833,5
POINT (19.526874999997705 -33.66012499999604),0.31164446473121643,1282,4
POINT (19.265124999997735 -33.29037499999609),0.9953627586364746,1347,6
POINT (19.033374999997765 -34.11512499999599),0.4996179938316345,2740,11
POINT (19.516624999997706 -33.78612499999603),0.838789165019989,1358,0
POINT (19.48637499999771 -33.48537499999607),0.5413483381271362,957,13
POINT (19.333374999997726 -33.69737499999604),0.34545984864234924,1849,5
POINT (19.632874999997693 -33.87312499999602),0.864310085773468,691,2
POINT (19.5548749999977 -33.58787499999605),0.6820814609527588,1100,3
POINT (19.622874999997695 -34.081374999995994),0.18585585057735443,1471,6
POINT (18.922124999997777 -33.71537499999604),0.9915000200271606,1846,3
POINT (19.74537499999768 -33.948624999996014),0.9953627586364746,858,4
POINT (18.995374999997768 -33.633874999996046),0.42201319336891174,746,5
POINT (18.97737499999777 -33.95887499999601),0.9953627586364746,1511,2
POINT (19.261624999997736 -33.56337499999606),0.5113685727119446,1763,2
POINT (19.330624999997728 -33.85612499999602),0.6441439390182495,857,12
POINT (20.60237499999758 -33.79987499999603),0.6489397883415222,418,8
POINT (20.578374999997582 -33.75862499999603),0.8325505256652832,590,0
POINT (20.029374999997646 -34.003624999996006),0.34805455803871155,618,10
POINT (20.288124999997617 -33.80587499999603),0.6774863600730896,1247,8
POINT (20.640874999997575 -33.95912499999601),0.9953627586364746,1580,11
POINT (20.629374999997577 -33.58712499999606),0.831080973148346,249,7
POINT (20.402624999997602 -34.059124999996),0.17733541131019592,1092,0
POINT (20.24212499999762 -33.85212499999602),0.6140139698982239,941,0
POINT (20.034624999997646 -34.09587499999599),0.48659929633140564,1653,7
POINT (20.60262499999758 -33.41437499999607),0.7034890055656433,488,1
POINT (19.76537499999768 -33.729624999996034),0.8215248584747314,1073,11
POINT (19.82637499999767 -33.23912499999609),0.785570502281189,577,13
POINT (20.25987499999762 -33.60037499999605),0.7830633521080017,632,10
POINT (20.215374999997625 -33.42787499999607),0.49498313665390015,486,0
POINT (20.25862499999762 -33.775874999996034),0.5286988019943237,807,10
POINT (20.22587499999762 -34.069124999996),0.172980397939682,1641,8
POINT (19.859124999997665 -34.071624999996),0.5304521918296814,2104,14
POINT (20.302124999997613 -33.80112499999603),0.6774863600730896,963,6
POINT (20.483374999997594 -33.53137499999606),0.9922656416893005,562,0
POINT (20.549874999997584 -33.65362499999605),0.9922656416893005,325,8
POINT (19.945374999997657 -33.68662499999604),0.6504938006401062,922,11
POINT (20.246874999997623 -33.506874999996064),0.8115261793136597,797,6
POINT (20.460624999997595 -33.82812499999603),0.7708104848861694,607,2
POINT (20.647374999997574 -33.42362499999607),0.9953627586364746,615,5
POINT (20.59112499999758 -33.78137499999603),0.6489397883415222,532,3
